"Ref_lead_author","Ref_publication_date","Ref_title","Ref_html_link","Ref_DOI_number","Substrate","HTL","Perovskite_composition","Perovskite_composition_short_form","Perovskite_composition_a_ions","Perovskite_composition_a_ions_coefficients","Perovskite_composition_b_ions","Perovskite_composition_b_ions_coefficients","Perovskite_composition_c_ions","Perovskite_composition_c_ions_coefficients","ETL","Top_contact","Cell_flexible","Cell_architecture","HTL_deposition","HTL_spin_coating_parameters","HTL_annealing_parameters","Perovskite_deposition","Perovskite_spin_coating_parameters","Perovskite_annealing_parameters","ETL_deposition","ETL_spin_coating_parameters","ETL_annealing_parameters","Top_contact_deposition","Top_contact_thickness"
"Priya Srivastava","2021/04/14","The curious case of ion migration in solid-state and liquid electrolyte-based perovskite devices: unveiling the role of charge accumulation and extraction at the interfaces  ","https://pubs.rsc.org/en/content/articlehtml/2021/cp/d1cp01214b","10.1039/D1CP01214B","SLG | FTO","P3HT","MAPbBr3","MAPbBr","MA","1.0","Pb","1.0","Br","3.0","TiO2","Au","FALSE","","Spin-coating","3000 rpm 60 s","","Spin-coating","3000 rpm 60 s","","","","","Evaporation","50 nm"
"Guangcheng Wu","2021/07/26","Water and oxygen co-induced microstructure relaxation and evolution in CH 3 NH 3 PbI 3  ","https://pubs.rsc.org/en/content/articlehtml/2021/cp/d1cp02704b","10.1039/D1CP02704B","SLG | ITO","NiO","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","C60","Ag","FALSE","pin","","","","","","","","","","Evaporation","100 nm"
"Feifei Luo","2021/09/04","Enhanced resistive switching performance in yttrium-doped CH 3 NH 3 PbI 3 perovskite devices  ","https://pubs.rsc.org/en/content/articlehtml/2021/cp/d1cp02878b","10.1039/D1CP02878B","PET | ITO","pedot:pss","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","ZnO","Al","TRUE","pin","","","","Spin-coating","4500 rpm 60 s","100 C 30 min","","","","Sputtering","100 nm"
"Weihua Ren","2021/10/05","Interface modification of an electron transport layer using europium acetate for enhancing the performance of P3HT-based inorganic perovskite solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2021/cp/d1cp03645a","10.1039/D1CP03645A","SLG | FTO","P3HT","CsPbI3","CsPbI","Cs","1.0","Pb","1.0","I","3.0","TiO2","Au","FALSE","nip","Spin-coating","4000 rpm 40 s","120 C 2 min","Spin-coating","3000 rpm 30 s","180 C 15 min","Spin-coating","3000 rpm 30 s","","Evaporation","60-100 nm"
"Farzaneh S. Ghoreishi","2021/12/13","Enhancing the efficiency and stability of perovskite solar cells based on moisture-resistant dopant free hole transport materials by using a 2D-BA 2 PbI 4 interfacial layer  ","https://pubs.rsc.org/en/content/articlehtml/2022/cp/d1cp04863e","10.1039/D1CP04863E","SLG | FTO","P3HT","BA2PbI4","BAPbI","BA","2.0","Pb","1.0","I","4.0","TiO2","Au","FALSE","","Spin-coating","","","Spin-coating","5000 rpm 30 s","90 C 30 min","Spin-coating","4000 rpm 30 s","500 C 30 min","Evaporation","70 nm"
"Hanjun Yang","2022/03/11","Improved highly efficient Dion–Jacobson type perovskite light-emitting diodes by effective surface polarization architecture  ","https://pubs.rsc.org/en/content/articlehtml/2022/cp/d1cp04951h","10.1039/D1CP04951H","SLG | ITO","pedot:pss","α-FAPbI3","FAPbI","FA","1.0","Pb","1.0","I","3.0","ZnO","Au","FALSE","pin","Spin-coating","","","Spin-coating","3000 rpm 30 s","","","","","Evaporation","60-100 nm"
"Xue Zheng","2022/02/15","Ionic migration induced loss analysis of perovskite solar cells: a poling study  ","https://pubs.rsc.org/en/content/articlehtml/2022/cp/d1cp05450c","10.1039/D1CP05450C","SLG | FTO","NiO","Cs0.05(FA0.85MA0.15)0.95Pb(I0.85Br0.15)3","CsFAMAPbIBr","MA, FA, Cs","0.14, 0.81, 0.05","Pb","1.0","Br, I","0.45, 2.55","PC61BM","Ag","FALSE","pin","","","","Spin-coating","","","","","","Evaporation","80-120 nm"
"Yifan Liu","2022/03/08","Improving the performance of inorganic perovskite solar cells via the perovskite quantum dot dynamically mediated film growth method  ","https://pubs.rsc.org/en/content/articlehtml/2022/cp/d1cp05809f","10.1039/D1CP05809F","SLG | FTO","P3HT","CsPbI3","CsPbI","Cs","1.0","Pb","1.0","I","3.0","TiO2","Ag","FALSE","nip","Spin-coating","3000 rpm 30 s","125 C 5 min","Spin-coating","2000 rpm 30 s","70 C 5 min 140 C 3 min 160 C 10 min","Spin-coating","3000 rpm 30 s","","Evaporation","100 nm"
"Haihong Niu","2021/03/19","Magnetron sputtered ZnO electron transporting layers for high performance perovskite solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2021/dt/d1dt00344e","10.1039/D1DT00344E","SLG | FTO","spiro-ometad","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","ZnO","Ag","FALSE","nip","Spin-coating","3000 rpm 30 s","","","","","Spin-coating","3000 rpm 30 s","150 C 30 min","Evaporation","80-120 nm"
"Zhaowu Li","2021/03/30","NiCo 2 O 4 arrays with a tailored morphology as hole transport layers of perovskite solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2021/dt/d1dt00349f","10.1039/D1DT00349F","SLG | FTO","nico2o4","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","PC61BM","Ag","FALSE","","","","","Spin-coating","300 rpm 30 min","","Spin-coating","","80 C 1 h","Evaporation","80-120 nm"
"Hong Li","2021/05/17","Improved efficiency and carrier dynamic transportation behavior in perovskite solar cells with CuInS 2 quantum dots as hole-transport materials ","https://pubs.rsc.org/en/content/articlehtml/2021/dt/d1dt01036k","10.1039/D1DT01036K","SLG | FTO","spiro-ometad","Cs0.17FA0.83Pb(Br0.2I0.8)3","CsFAPbBrI","FA, Cs","0.83, 0.17","Pb","1.0","I, Br","2.4, 0.6","TiO2","Au","FALSE","nip","Spin-coating","3000 rpm 30 s","","Spin-coating","","","Spin-coating","","","Evaporation","60-100 nm"
"Ying Jiang","2021/11/02","Immobilizing CsPbBr 3 perovskite nanocrystals on nanoporous carbon powder for visible-light-driven CO 2 photoreduction  ","https://pubs.rsc.org/en/content/articlehtml/2021/dt/d1dt03099j","10.1039/D1DT03099J","SLG | FTO","graphene oxide","CsPbBr3","CsPbBr","Cs","1.0","Pb","1.0","Br","3.0","Cs2CO3","Ag","FALSE","","","","","","","","","","","Evaporation","80-120 nm"
"Yingguo Yang","2021/04/20","Modulation of perovskite crystallization processes towards highly efficient and stable perovskite solar cells with MXene quantum dot-modified SnO 2  ","https://pubs.rsc.org/en/content/articlehtml/2021/ee/d1ee00056j","10.1039/D1EE00056J","SLG | ITO","MoO3","α-FAPbI3","FAPbI","FA","1.0","Pb","1.0","I","3.0","SnO2","Au","FALSE","","","","","Spin-coating","2000 rpm 10 s 6000 rpm 30 s","","Spin-coating","3000 rpm 40 s","","Evaporation","60 nm"
"Wangping Sheng","2021/04/19","Tremendously enhanced photocurrent enabled by triplet–triplet annihilation up-conversion for high-performance perovskite solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2021/ee/d1ee00631b","10.1039/D1EE00631B","SLG | ITO","rubrene","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","SnO2","Ag","FALSE","","","","","Spin-coating","4000 rpm 30 s","","Spin-coating","3000 rpm 30 s","150 C 30 min","Evaporation","90 nm"
"Jiangshan Feng","2021/03/26","High-throughput large-area vacuum deposition for high-performance formamidine-based perovskite solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2021/ee/d1ee00634g","10.1039/D1EE00634G","PET | FTO","NPB","Cs0.15FA0.85PbI3","CsFAPbI","FA, Cs","0.85, 0.15","Pb","1.0","I","3.0","TiO2","Au","TRUE","","","","","","","","","","","Evaporation","60-100 nm"
"Pietro Caprioglio","2021/06/07","Bi-functional interfaces by poly(ionic liquid) treatment in efficient pin and nip perovskite solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2021/ee/d1ee00869b","10.1039/D1EE00869B","SLG | ITO","PTAA","(Cs0.05(MA0.17FA0.83)0.95)Pb(I0.83Br0.17)3","","","","","","","","C60","Cu","FALSE","","Spin-coating","6000 rpm 30 seconds","","Spin-coating","4500 rpm 35 seconds","","","","","Evaporation","100 nm"
"Yan-Na Lu","2021/05/17","Constructing an n/n + homojunction in a monolithic perovskite film for boosting charge collection in inverted perovskite photovoltaics  ","https://pubs.rsc.org/en/content/articlehtml/2021/ee/d1ee00918d","10.1039/D1EE00918D","SLG | ITO","PTAA","Cs0.07FA0.70MA0.23PbI3","CsFAMAPbI","MA, FA, Cs","0.23, 0.7, 0.07","Pb","1.0","I","3.0","C60","Cu","FALSE","","","","","Doctor blading","","","","","","Evaporation","80 nm"
"Jun Xi","2021/07/26","Abnormal spatial heterogeneity governing the charge-carrier mechanism in efficient Ruddlesden–Popper perovskite solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2021/ee/d1ee00984b","10.1039/D1EE00984B","PEN | ITO","PTAA","(PEA)2(MA)n−1PbnI3n+1","","","","","","","","C60","Cu","TRUE","","Spin-coating","6000 rpm 30 s","100 C 10 min","","","","","","","Evaporation","80 nm"
"Erkan Aydin","2021/06/30","Ligand-bridged charge extraction and enhanced quantum efficiency enable efficient n–i–p perovskite/silicon tandem solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2021/ee/d1ee01206a","10.1039/D1EE01206A","SLG | ITO","VOx","FAPbI3","FAPbI","FA","1.0","Pb","1.0","I","3.0","C60","Ag","FALSE","","","","","Spin-coating","2000 rpm 10 s 4000 rpm 30 s","","","","","Evaporation","100 nm"
"Jun Zhu","2021/07/30","Formamidine disulfide oxidant as a localised electron scavenger for >20% perovskite solar cell modules  ","https://pubs.rsc.org/en/content/articlehtml/2021/ee/d1ee01440d","10.1039/D1EE01440D","SLG | FTO","PTAA","FAPbI3","FAPbI","FA","1.0","Pb","1.0","I","3.0","TiO2","Au","FALSE","","Spin-coating","4000 rpm 25 s","","Spin-coating","2000 rpm 30 s","","Spin-coating","8000 rpm 10 min","","Evaporation","60 nm"
"Donglin Jia","2021/07/09","Surface matrix curing of inorganic CsPbI 3 perovskite quantum dots for solar cells with efficiency over 16%  ","https://pubs.rsc.org/en/content/articlehtml/2021/ee/d1ee01463c","10.1039/D1EE01463C","SLG | ITO","spiro-ometad","CsPbI3","CsPbI","Cs","1.0","Pb","1.0","I","3.0","TiO2","Au","FALSE","","","","","","","","","","","Evaporation","60-100 nm"
"Saba Gharibzadeh","2021/08/09","Two birds with one stone: dual grain-boundary and interface passivation enables >22% efficient inverted methylammonium-free perovskite solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2021/ee/d1ee01508g","10.1039/D1EE01508G","SLG | ITO","2PACz","Cs0.18FA0.82PbI3","CsFAPbI","FA, Cs","0.82, 0.18","Pb","1.0","I","3.0","C60","Ag","FALSE","pin","Spin-coating","3000 rpm 30 s","100 C 10 min","Spin-coating","1000 rpm 10 s","","","","","Evaporation","100 nm"
"Jianghu Liang","2021/11/23","A finely regulated quantum well structure in quasi-2D Ruddlesden–Popper perovskite solar cells with efficiency exceeding 20%  ","https://pubs.rsc.org/en/content/articlehtml/2022/ee/d1ee01695d","10.1039/D1EE01695D","SLG | ITO","spiro-ometad","FAPbI3","FAPbI","FA","1.0","Pb","1.0","I","3.0","SnO2","Au","FALSE","","","","","","","","","","","Evaporation","60-100 nm"
"Shujing Zhang","2021/11/16","Improved performance and stability of perovskite solar modules by interface modulating with graphene oxide crosslinked CsPbBr 3 quantum dots  ","https://pubs.rsc.org/en/content/articlehtml/2022/ee/d1ee01778k","10.1039/D1EE01778K","SLG | ITO","spiro-meotad","CsPbBr3","CsPbBr","Cs","1.0","Pb","1.0","Br","3.0","graphene oxide","Au","FALSE","nip","Spin-coating","3000 rpm 30 s","","Spin-coating","","","Spin-coating","4000 rpm 30 s","","Evaporation","80 nm"
"Yuzhuo Zhang","2021/10/25","Depth-dependent defect manipulation in perovskites for high-performance solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2021/ee/d1ee02287c","10.1039/D1EE02287C","SLG | FTO","spiro-ometad","FAPbI3","FAPbI","FA","1.0","Pb","1.0","I","3.0","TiO2","Au","FALSE","nip","Spin-coating","5000 rpm 30 seconds","","Spin-coating","1000 rpm 10 seconds 5000 rpm 20 seconds","","Spin-coating","","450 C 60 minutes","Evaporation","125 nm"
"Robert D. J. Oliver","2021/12/21","Understanding and suppressing non-radiative losses in methylammonium-free wide-bandgap perovskite solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2022/ee/d1ee02650j","10.1039/D1EE02650J","SLG | ITO","PTAA","FA0.83Cs0.17Pb(I0.6Br0.4)3","FACsPbIBr","Cs, FA","0.17, 0.83","Pb","1.0","Br, I","1.2, 1.8","C60","Cu","FALSE","","","","","","","","","","","Evaporation",""
"Yu An","2021/11/12","Identifying high-performance and durable methylammonium-free lead halide perovskites via high-throughput synthesis and characterization  ","https://pubs.rsc.org/en/content/articlehtml/2021/ee/d1ee02691g","10.1039/D1EE02691G","SLG | FTO","spiro-ometad","CsPbI3","CsPbI","Cs","1.0","Pb","1.0","I","3.0","TiO2","Au","FALSE","nip","Spin-coating","","","Spin-coating","","","Spin-coating","","","Evaporation","80 nm"
"Jing Lu","2022/01/14","Formamidinium-based Ruddlesden–Popper perovskite films fabricated via two-step sequential deposition: quantum well formation, physical properties and film-based solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2022/ee/d1ee02851k","10.1039/D1EE02851K","SLG | FTO","spiro-ometad","PMA2FAn−1PbnI3n+1","","","","","","","","TiO2","Au","FALSE","nip","Spin-coating","","","Spin-coating","1500 rpm 30 s","","","","","Evaporation","100 nm"
"Zhichao Shen","2022/02/03","Crystal-array-assisted growth of a perovskite absorption layer for efficient and stable solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2022/ee/d1ee02897a","10.1039/D1EE02897A","SLG | FTO","spiro-ometad","FA0.995MA0.005Pb(I0.995Br0.005)3","FAMAPbIBr","MA, FA","0.01, 0.99","Pb","1.0","Br, I","0.01, 2.98","SnO2","Au","FALSE","nip","Spin-coating","","","Spin-coating","1500 rpm 30 s","150 C 15 min","Spin-coating","3000 rpm 30 seconds","","Evaporation","100 nm"
"Xiaopeng Duan","2022/02/10","Ternary strategy enabling high-efficiency rigid and flexible organic solar cells with reduced non-radiative voltage loss  ","https://pubs.rsc.org/en/content/articlehtml/2022/ee/d1ee03989j","10.1039/D1EE03989J","SLG | ITO","pedot:pss","UNKNOWN","","","","","","","","ZnO","Ag","FALSE","pin","Spin-coating","4000 rpm 30 s","150 C 20 min","","","","","","","Evaporation","100 nm"
"Chunyang Zhang","2022/02/08","CNT-based bifacial perovskite solar cells toward highly efficient 4-terminal tandem photovoltaics  ","https://pubs.rsc.org/en/content/articlehtml/2022/ee/d1ee04008a","10.1039/D1EE04008A","SLG | FTO","SWCNTs","Cs0.05FA0.85MA0.10Pb(I0.97Br0.03)3","CsFAMAPbIBr","MA, FA, Cs","0.1, 0.85, 0.05","Pb","1.0","Br, I","0.09, 2.91","SWCNTs","Au","FALSE","","Spin-coating","5000 rpm 30 s","","Spin-coating","","","","","","Evaporation","105 nm"
"Alexander James Doolin","2021/03/11","Sustainable solvent selection for the manufacture of methylammonium lead triiodide (MAPbI 3 ) perovskite solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2021/gc/d1gc00079a","10.1039/D1GC00079A","SLG | FTO","spiro-ometad","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","SnO2","Au","FALSE","nip","Spin-coating","4000 rpm 30 seconds","","Spin-coating","","","Spin-coating","","","Evaporation","60-100 nm"
"Yuying Cui","2021/04/12","Eco-friendly antisolvent enabled inverted MAPbI 3 perovskite solar cells with fill factors over 84%  ","https://pubs.rsc.org/en/content/articlehtml/2021/gc/d1gc00599e","10.1039/D1GC00599E","SLG | FTO","NiOx","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","PC61BM","Ag","FALSE","pin","","","","Spin-coating","3000 rpm 70 s","100 C 10 min","Spin-coating","2000 rpm 30 s","","Evaporation","100 nm"
"Stav Rahmany","2021/02/24","Two-dimensional or passivation treatment: the effect of hexylammonium post deposition treatment on 3D halide perovskite-based solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2021/ma/d1ma00006c","10.1039/D1MA00006C","SLG | FTO","spiro-ometad","Cs0.2FA0.8Pb(I0.8Br0.2)3","CsFAPbIBr","FA, Cs","0.8, 0.2","Pb","1.0","Br, I","0.6, 2.4","TiO2","Au","FALSE","nip","Spin-coating","4000 rpm 30 seconds","","Spin-coating","1000 rpm 10 seconds 5000 rpm 35 seconds","100 C 30 minutes","Spin-coating","5000 rpm 30 seconds","","Evaporation","70 nm"
"Vera La Ferrara","2021/06/23","The effect of storage cycle on improvement in the photovoltaic parameters of planar triple cation perovskite solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2021/ma/d1ma00345c","10.1039/D1MA00345C","SLG | ITO","spiro-ometad","Cs0.05FA0.8MA0.15PbI2.5Br0.5","CsFAMAPbIBr","MA, FA, Cs","0.15, 0.8, 0.05","Pb","1.0","Br, I","0.5, 2.5","SnO2","Au","FALSE","nip","Spin-coating","4000 rpm 30 seconds","","Spin-coating","1000 rpm 10 seconds 6000 rpm 20 seconds","","Spin-coating","6000 rpm 30 s","","Evaporation","60-100 nm"
"Ugur Deneb Menda","2021/08/27","High-performance wide bandgap perovskite solar cells fabricated in ambient high-humidity conditions  ","https://pubs.rsc.org/en/content/articlehtml/2021/ma/d1ma00432h","10.1039/D1MA00432H","SLG | FTO","CuSCN","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","TiO2","Au","FALSE","","Spin-coating","","","Spin-coating","1000 rpm 10 seconds 5000 rpm 20 seconds","","Spin-coating","","","Evaporation","60-100 nm"
"Arindam Mondal","2021/07/27","Nanometer-thick [(FPEA) 2 PbX 4 ; X = I and Br] 2D halide perovskite based thin films for pollutant detection and nonconventional photocatalytic degradation  ","https://pubs.rsc.org/en/content/articlehtml/2021/ma/d1ma00561h","10.1039/D1MA00561H","SLG | FTO","NiO","(FPEA)2PbI2Br2","PEAPbIBr","PEA","2.0","Pb","1.0","Br, I","2.0, 2.0","TiO2","Ag","FALSE","pin","","","","","","","Spin-coating","4000 rpm 20 s","500 C 2 h","Evaporation","80-120 nm"
"Abed Alrhman Eliwi","2021/11/04","Optimization of SnO 2 electron transport layer for efficient planar perovskite solar cells with very low hysteresis  ","https://pubs.rsc.org/en/content/articlehtml/2022/ma/d1ma00585e","10.1039/D1MA00585E","SLG | ITO","spiro-ometad","(FAPbI3)0.97(MAPbBr3)0.03","FAPbIMAPbBr","MA, FA","0.03, 0.97","Pb, Pb","0.03, 0.97","Br, I","0.09, 2.91","SnO2","Cu","FALSE","nip","Spin-coating","2000 rpm 60 s","200 C 30 min","Spin-coating","","70 C 1 min","Spin-coating","2000 rpm 60 s","200 C 30 min","Evaporation","60-100 nm"
"Adva Dayan Shpatz","2021/12/21","Solution-based low-temperature CsPbI 3 nanoparticle perovskite solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2022/ma/d1ma00802a","10.1039/D1MA00802A","SLG | FTO","spiro-ometad","CsPbI3","CsPbI","Cs","1.0","Pb","1.0","I","3.0","TiO2","Au","FALSE","nip","Spin-coating","4000 rpm 30 s","","Spin-coating","","55 C 30 minutes","Spin-coating","5000 rpm 30 seconds","450 C 30 minutes","Evaporation","70 nm"
"T. Lemercier","2021/10/04","Innovative PIN-type perovskite solar cells with 17% efficiency: processing and characterization  ","https://pubs.rsc.org/en/content/articlehtml/2021/ma/d1ma00819f","10.1039/D1MA00819F","SLG | ITO","PTAA","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","SnO2","Ag","FALSE","","Spin-coating","","","Spin-coating","","","Spin-coating","","","Evaporation","100 nm"
"Battula Ramya Krishna","2021/12/16","Dual-functional inorganic CuSCN for efficient hole extraction and moisture sealing of MAPbI 3 perovskite solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2022/ma/d1ma00861g","10.1039/D1MA00861G","SLG | ITO","CuSCN","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","TiO2","Au","FALSE","nip","Spin-coating","","","Spin-coating","4000 rpm 25 s","60 C 1 min 100 C 2 min","","","","Evaporation","60-100 nm"
"José G. Sánchez","2021/11/15","Chalcogen-substituted PCBM derivatives as ternary components in PM6:Y6 solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2022/ma/d1ma00925g","10.1039/D1MA00925G","SLG | ITO","pedot:pss","UNKNOWN","","","","","","","","PCBM","Al","FALSE","pin","Spin-coating","4000 rpm 40 s","150 C 10 min","","","","Spin-coating","3000 rpm 40 s","","Evaporation","100 nm"
"The Duong","2021/12/03","Mixed-dimensional organic–inorganic metal halide perovskite (OIMHP) based gas sensors with superior stability for NO 2 detection  ","https://pubs.rsc.org/en/content/articlehtml/2022/ma/d1ma00976a","10.1039/D1MA00976A","SLG | ITO","CuO","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","ZnO","Au","FALSE","","","","","Spin-coating","1000 rpm 10 s","","","","","Evaporation","60-100 nm"
